Dim,Key,TempoM
3902,3901,0.000187
3912,3911,0.000645
3922,3921,3.4e-05
3932,3931,-0.000206
3942,3941,0.000302
3952,3951,0.000104
3962,3961,5.6e-05
3972,3971,6.4e-05
3982,3981,6.4e-05
3992,3991,0.000214
4002,4001,8.8e-05
4012,4011,0.000151
4022,4021,5.30001e-05
4032,4031,1.4e-05
4042,4041,7.1e-05
4052,4051,0.000136
4062,4061,0.000122
4072,4071,0.000114
4082,4081,4e-05
4092,4091,0.000127
4102,4101,0.000131
4112,4111,6e-05
4122,4121,0.0001
4132,4131,0.000109
4142,4141,0.000111
4152,4151,7.4e-05
4162,4161,-8.60001e-05
4172,4171,7.3e-05
4182,4181,0.000184
4192,4191,6.69999e-05
4202,4201,3.6e-05
4212,4211,7.2e-05
4222,4221,0.000221
4232,4231,8.8e-05
4242,4241,0.000198
4252,4251,0.000336
4262,4261,0.000267
4272,4271,6.90001e-05
4282,4281,0.000175
4292,4291,0.000121
4302,4301,0.000104
4312,4311,0.000102
4322,4321,7.4e-05
4332,4331,7.99994e-06
4342,4341,0.000129
4352,4351,0.00027
4362,4361,0.00019
4372,4371,5.8e-05
4382,4381,7.8e-05
4392,4391,9e-05
4402,4401,-8.00006e-06
4412,4411,-0.000101
4422,4421,0.000108
4432,4431,9.1e-05
4442,4441,0.000117
4452,4451,8.2e-05
4462,4461,4e-05
4472,4471,3.1e-05
4482,4481,7e-05
4492,4491,0.000165
4502,4501,9.69999e-05
4512,4511,9.99999e-05
4522,4521,6.6e-05
4532,4531,9.29999e-05
4542,4541,-3.2e-05
4552,4551,7.60001e-05
4562,4561,0.0001
4572,4571,0.000139
4582,4581,6.6e-05
4592,4591,5.2e-05
4602,4601,7.3e-05
4612,4611,-2.6e-05
4622,4621,7.2e-05
4632,4631,7.5e-05
4642,4641,5.1e-05
4652,4651,0.000238
4662,4661,0.000135
4672,4671,0.000409
4682,4681,-4.4e-05
4692,4691,0.00013
4702,4701,6.2e-05
4712,4711,9e-05
4722,4721,3.69999e-05
4732,4731,9.8e-05
4742,4741,0.000176
4752,4751,-6.59999e-05
4762,4761,9.2e-05
4772,4771,0.000183
4782,4781,-0.000151
4792,4791,0.000101
4802,4801,0.000422
4812,4811,8.60001e-05
4822,4821,6.5e-05
4832,4831,0.000417
4842,4841,0.000227
4852,4851,0.0003
4862,4861,0.000104
